ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
2551	PDGF signaling pathway	GABPA	0.0322321141263542
2551	Angiogenesis	GABPA	0.0381851335407058
2551	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	GABPA	0.0139976402445565
2551	CCKR signaling map	GABPA	0.0578140083664057
2551	Gonadotropin-releasing hormone receptor pathway	GABPA	0.0669312453073045
2551	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	GABPA	0.0134613321892095
2551	Interleukin signaling pathway	GABPA	0.024777432157031
2551	Oxidative stress response	GABPA	0.00970717580178054
2551	Parkinson disease	GABPA	0.0168937037434302
2551	Ras Pathway	GABPA	0.0177517966319854
2551	Toll receptor signaling pathway	GABPA	0.014802102327577
2551	VEGF signaling pathway	GABPA	0.0212914297972756
2551	p38 MAPK pathway	GABPA	0.0134613321892095
255101	NA	CFAP65	0.861578890914942
255104	NA	TMCO4	0.861578890914942
255119	NA	CFAP299	0.861578890914942
255189	NA	PLA2G4F	0.861578890914942
255189	Angiogenesis	PLA2G4F	0.0381851335407058
255189	CCKR signaling map	PLA2G4F	0.0578140083664057
255189	Endothelin signaling pathway	PLA2G4F	0.0129250241338625
255189	Gonadotropin-releasing hormone receptor pathway	PLA2G4F	0.0669312453073045
255189	Inflammation mediated by chemokine and cytokine signaling pathway	PLA2G4F	0.0403839965676284
255189	Oxidative stress response	PLA2G4F	0.00970717580178054
255189	VEGF signaling pathway	PLA2G4F	0.0212914297972756
255220	NA	TXNDC8	0.861578890914942
255220	Hypoxia response via HIF activation	TXNDC8	0.00573849619221281
255220	Oxidative stress response	TXNDC8	0.00970717580178054
255231	NA	MCOLN2	0.861578890914942
255252	NA	LRRC57	0.861578890914942
255275	NA	MYADML2	0.861578890914942
2553	NA	GABPB1	0.861578890914942
255313	NA	CT47A11	0.861578890914942
255324	NA	EPGN	0.861578890914942
255324	CCKR signaling map	EPGN	0.0578140083664057
255324	EGF receptor signaling pathway	EPGN	0.0227930923522471
255349	NA	TMEM211	0.861578890914942
255374	NA	MBLAC1	0.861578890914942
255394	NA	TCP11L2	0.861578890914942
2554	NA	GABRA1	0.861578890914942
2554	5HT3 type receptor mediated signaling pathway	GABRA1	0.0062211734420251
2554	Alzheimer disease-amyloid secretase pathway	GABRA1	0.0114769923844256
2554	Gonadotropin-releasing hormone receptor pathway	GABRA1	0.0669312453073045
2554	Nicotine pharmacodynamics pathway	GABRA1	0.0144803174943688
2554	Nicotinic acetylcholine receptor signaling pathway	GABRA1	0.0144266866888341
255403	NA	ZNF718	0.861578890914942
255426	NA	RASGEF1C	0.861578890914942
255426	Angiogenesis	RASGEF1C	0.0381851335407058
255426	B cell activation	RASGEF1C	0.0215059530194144
255426	CCKR signaling map	RASGEF1C	0.0578140083664057
255426	EGF receptor signaling pathway	RASGEF1C	0.0227930923522471
255426	FGF signaling pathway	RASGEF1C	0.0230612463799206
255426	Gonadotropin-releasing hormone receptor pathway	RASGEF1C	0.0669312453073045
255426	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASGEF1C	0.0230076155743859
255426	Inflammation mediated by chemokine and cytokine signaling pathway	RASGEF1C	0.0403839965676284
255426	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASGEF1C	0.0134613321892095
255426	Integrin signalling pathway	RASGEF1C	0.0322857449318889
255426	Interleukin signaling pathway	RASGEF1C	0.024777432157031
255426	PDGF signaling pathway	RASGEF1C	0.0322321141263542
255426	PI3 kinase pathway	RASGEF1C	0.0210232757696021
255426	Ras Pathway	RASGEF1C	0.0177517966319854
255426	T cell activation	RASGEF1C	0.0224176767135042
255488	NA	RNF144B	0.861578890914942
255488	Parkinson disease	RNF144B	0.0168937037434302
2555	NA	GABRA2	0.861578890914942
2555	5HT3 type receptor mediated signaling pathway	GABRA2	0.0062211734420251
2555	Alzheimer disease-amyloid secretase pathway	GABRA2	0.0114769923844256
2555	Gonadotropin-releasing hormone receptor pathway	GABRA2	0.0669312453073045
2555	Nicotine pharmacodynamics pathway	GABRA2	0.0144803174943688
2555	Nicotinic acetylcholine receptor signaling pathway	GABRA2	0.0144266866888341
255520	NA	ELMOD2	0.861578890914942
255520	Integrin signalling pathway	ELMOD2	0.0322857449318889
2556	NA	GABRA3	0.861578890914942
2556	5HT3 type receptor mediated signaling pathway	GABRA3	0.0062211734420251
2556	Alzheimer disease-amyloid secretase pathway	GABRA3	0.0114769923844256
2556	Gonadotropin-releasing hormone receptor pathway	GABRA3	0.0669312453073045
2556	Nicotine pharmacodynamics pathway	GABRA3	0.0144803174943688
2556	Nicotinic acetylcholine receptor signaling pathway	GABRA3	0.0144266866888341
255626	NA	HIST1H2BA	0.861578890914942
255631	NA	COL24A1	0.861578890914942
255631	Integrin signalling pathway	COL24A1	0.0322857449318889
2557	NA	GABRA4	0.861578890914942
2557	5HT3 type receptor mediated signaling pathway	GABRA4	0.0062211734420251
2557	Alzheimer disease-amyloid secretase pathway	GABRA4	0.0114769923844256
2557	Gonadotropin-releasing hormone receptor pathway	GABRA4	0.0669312453073045
2557	Nicotine pharmacodynamics pathway	GABRA4	0.0144803174943688
2557	Nicotinic acetylcholine receptor signaling pathway	GABRA4	0.0144266866888341
255725	NA	OR52B2	0.861578890914942
255738	NA	PCSK9	0.861578890914942
255743	NA	NPNT	0.861578890914942
255758	NA	TCTEX1D2	0.861578890914942
255762	NA	PDZD9	0.861578890914942
255783	NA	INAFM1	0.861578890914942
255798	NA	SMCO1	0.861578890914942
2558	NA	GABRA5	0.861578890914942
2558	5HT3 type receptor mediated signaling pathway	GABRA5	0.0062211734420251
2558	Alzheimer disease-amyloid secretase pathway	GABRA5	0.0114769923844256
2558	Gonadotropin-releasing hormone receptor pathway	GABRA5	0.0669312453073045
2558	Nicotine pharmacodynamics pathway	GABRA5	0.0144803174943688
2558	Nicotinic acetylcholine receptor signaling pathway	GABRA5	0.0144266866888341
255809	NA	C19orf38	0.861578890914942
255877	NA	BCL6B	0.861578890914942
2559	NA	GABRA6	0.861578890914942
2559	5HT3 type receptor mediated signaling pathway	GABRA6	0.0062211734420251
2559	Alzheimer disease-amyloid secretase pathway	GABRA6	0.0114769923844256
2559	Gonadotropin-releasing hormone receptor pathway	GABRA6	0.0669312453073045
2559	Nicotine pharmacodynamics pathway	GABRA6	0.0144803174943688
2559	Nicotinic acetylcholine receptor signaling pathway	GABRA6	0.0144266866888341
255919	NA	CNEP1R1	0.861578890914942
255928	NA	SYT14	0.861578890914942
255928	Gonadotropin-releasing hormone receptor pathway	SYT14	0.0669312453073045
255928	Synaptic vesicle trafficking	SYT14	0.00858092888555186
255967	NA	PAN3	0.861578890914942
2560	NA	GABRB1	0.861578890914942
2560	5HT3 type receptor mediated signaling pathway	GABRB1	0.0062211734420251
2560	Alzheimer disease-amyloid secretase pathway	GABRB1	0.0114769923844256
2560	Gonadotropin-releasing hormone receptor pathway	GABRB1	0.0669312453073045
2560	Nicotine pharmacodynamics pathway	GABRB1	0.0144803174943688
2560	Nicotinic acetylcholine receptor signaling pathway	GABRB1	0.0144266866888341
256006	NA	ANKRD31	0.861578890914942
256051	NA	ZNF549	0.861578890914942
256076	NA	COL6A5	0.861578890914942
256076	Inflammation mediated by chemokine and cytokine signaling pathway	COL6A5	0.0403839965676284
256076	Integrin signalling pathway	COL6A5	0.0322857449318889
2561	NA	GABRB2	0.861578890914942
2561	5HT3 type receptor mediated signaling pathway	GABRB2	0.0062211734420251
2561	Alzheimer disease-amyloid secretase pathway	GABRB2	0.0114769923844256
2561	Gonadotropin-releasing hormone receptor pathway	GABRB2	0.0669312453073045
2561	Nicotine pharmacodynamics pathway	GABRB2	0.0144803174943688
2561	Nicotinic acetylcholine receptor signaling pathway	GABRB2	0.0144266866888341
256126	NA	SYCE2	0.861578890914942
256130	NA	TMEM196	0.861578890914942
256144	NA	OR4C3	0.861578890914942
256148	NA	OR4S1	0.861578890914942
2562	NA	GABRB3	0.861578890914942
2562	5HT3 type receptor mediated signaling pathway	GABRB3	0.0062211734420251
2562	Alzheimer disease-amyloid secretase pathway	GABRB3	0.0114769923844256
2562	Gonadotropin-releasing hormone receptor pathway	GABRB3	0.0669312453073045
2562	Nicotine pharmacodynamics pathway	GABRB3	0.0144803174943688
2562	Nicotinic acetylcholine receptor signaling pathway	GABRB3	0.0144266866888341
256223	NA	CDRT15L2	0.861578890914942
256227	NA	STEAP1B	0.861578890914942
256281	NA	NUDT14	0.861578890914942
256297	NA	PTF1A	0.861578890914942
2563	NA	GABRD	0.861578890914942
2563	5HT3 type receptor mediated signaling pathway	GABRD	0.0062211734420251
2563	Alzheimer disease-amyloid secretase pathway	GABRD	0.0114769923844256
2563	Gonadotropin-releasing hormone receptor pathway	GABRD	0.0669312453073045
2563	Nicotine pharmacodynamics pathway	GABRD	0.0144803174943688
2563	Nicotinic acetylcholine receptor signaling pathway	GABRD	0.0144266866888341
256302	NA	NATD1	0.861578890914942
256309	NA	CCDC110	0.861578890914942
256329	NA	LMNTD2	0.861578890914942
256356	NA	GK5	0.861578890914942
256356	Ascorbate degradation	GK5	0.000429046444277593
256364	NA	EML3	0.861578890914942
256380	NA	SCML4	0.861578890914942
256394	NA	SERPINA11	0.861578890914942
256394	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINA11	0.0139976402445565
256394	Blood coagulation	SERPINA11	0.0147484715220423
256394	CCKR signaling map	SERPINA11	0.0578140083664057
256394	Plasminogen activating cascade	SERPINA11	0.00573849619221281
256394	Toll pathway-drosophila	SERPINA11	0.00289606349887375
256394	p53 pathway	SERPINA11	0.0235975544352676
2564	NA	GABRE	0.861578890914942
2564	5HT3 type receptor mediated signaling pathway	GABRE	0.0062211734420251
2564	Alzheimer disease-amyloid secretase pathway	GABRE	0.0114769923844256
2564	Gonadotropin-releasing hormone receptor pathway	GABRE	0.0669312453073045
2564	Nicotine pharmacodynamics pathway	GABRE	0.0144803174943688
2564	Nicotinic acetylcholine receptor signaling pathway	GABRE	0.0144266866888341
256435	NA	ST6GALNAC3	0.861578890914942
256471	NA	MFSD8	0.861578890914942
256472	NA	TMEM151A	0.861578890914942
2565	NA	GABRG1	0.861578890914942
2565	5HT3 type receptor mediated signaling pathway	GABRG1	0.0062211734420251
2565	Alzheimer disease-amyloid secretase pathway	GABRG1	0.0114769923844256
2565	Gonadotropin-releasing hormone receptor pathway	GABRG1	0.0669312453073045
2565	Nicotine pharmacodynamics pathway	GABRG1	0.0144803174943688
2565	Nicotinic acetylcholine receptor signaling pathway	GABRG1	0.0144266866888341
256536	NA	TCERG1L	0.861578890914942
256536	PDGF signaling pathway	TCERG1L	0.0322321141263542
256586	NA	LYSMD2	0.861578890914942
2566	NA	GABRG2	0.861578890914942
2566	5HT3 type receptor mediated signaling pathway	GABRG2	0.0062211734420251
2566	Alzheimer disease-amyloid secretase pathway	GABRG2	0.0114769923844256
2566	Gonadotropin-releasing hormone receptor pathway	GABRG2	0.0669312453073045
2566	Nicotine pharmacodynamics pathway	GABRG2	0.0144803174943688
2566	Nicotinic acetylcholine receptor signaling pathway	GABRG2	0.0144266866888341
256643	NA	BCLAF3	0.861578890914942
256646	NA	NUTM1	0.861578890914942
256691	NA	MAMDC2	0.861578890914942
2567	NA	GABRG3	0.861578890914942
2567	5HT3 type receptor mediated signaling pathway	GABRG3	0.0062211734420251
2567	Alzheimer disease-amyloid secretase pathway	GABRG3	0.0114769923844256
2567	Gonadotropin-releasing hormone receptor pathway	GABRG3	0.0669312453073045
2567	Nicotine pharmacodynamics pathway	GABRG3	0.0144803174943688
2567	Nicotinic acetylcholine receptor signaling pathway	GABRG3	0.0144266866888341
256710	NA	GLIPR1L1	0.861578890914942
256710	PI3 kinase pathway	GLIPR1L1	0.0210232757696021
256714	NA	MAP7D2	0.861578890914942
256764	NA	WDR72	0.861578890914942
2568	NA	GABRP	0.861578890914942
2568	5HT3 type receptor mediated signaling pathway	GABRP	0.0062211734420251
2568	Alzheimer disease-amyloid secretase pathway	GABRP	0.0114769923844256
2568	Gonadotropin-releasing hormone receptor pathway	GABRP	0.0669312453073045
2568	Nicotine pharmacodynamics pathway	GABRP	0.0144803174943688
2568	Nicotinic acetylcholine receptor signaling pathway	GABRP	0.0144266866888341
256815	NA	C10orf67	0.861578890914942
2569	NA	GABRR1	0.861578890914942
2569	5HT3 type receptor mediated signaling pathway	GABRR1	0.0062211734420251
2569	Alzheimer disease-amyloid secretase pathway	GABRR1	0.0114769923844256
2569	Gonadotropin-releasing hormone receptor pathway	GABRR1	0.0669312453073045
2569	Nicotine pharmacodynamics pathway	GABRR1	0.0144803174943688
2569	Nicotinic acetylcholine receptor signaling pathway	GABRR1	0.0144266866888341
256933	NA	NPB	0.861578890914942
256949	NA	KANK3	0.861578890914942
256957	NA	HEATR9	0.861578890914942
256979	NA	SUN3	0.861578890914942
256987	NA	SERINC5	0.861578890914942
257	NA	ALX3	0.861578890914942
257	Gonadotropin-releasing hormone receptor pathway	ALX3	0.0669312453073045
2570	NA	GABRR2	0.861578890914942
2570	5HT3 type receptor mediated signaling pathway	GABRR2	0.0062211734420251
2570	Alzheimer disease-amyloid secretase pathway	GABRR2	0.0114769923844256
2570	Gonadotropin-releasing hormone receptor pathway	GABRR2	0.0669312453073045
2570	Nicotine pharmacodynamics pathway	GABRR2	0.0144803174943688
2570	Nicotinic acetylcholine receptor signaling pathway	GABRR2	0.0144266866888341
257019	NA	FRMD3	0.861578890914942
257019	Dopamine receptor mediated signaling pathway	FRMD3	0.0150166255497158
257019	Nicotine pharmacodynamics pathway	FRMD3	0.0144803174943688
257044	NA	CATSPERE	0.861578890914942
257062	NA	CATSPERD	0.861578890914942
257068	NA	PLCXD2	0.861578890914942
2571	Gamma-aminobutyric acid synthesis	GAD1	0.000429046444277593
2571	5-Hydroxytryptamine biosynthesis	GAD1	0.000536308055346991
2571	Adrenaline and noradrenaline biosynthesis	GAD1	0.00407594122063713
2571	CCKR signaling map	GAD1	0.0578140083664057
2571	Dopamine receptor mediated signaling pathway	GAD1	0.0150166255497158
2571	Histamine synthesis	GAD1	0.000321784833208195
2571	Nicotine pharmacodynamics pathway	GAD1	0.0144803174943688
257106	NA	ARHGAP30	0.861578890914942
257106	Gonadotropin-releasing hormone receptor pathway	ARHGAP30	0.0669312453073045
257144	NA	GCSAM	0.861578890914942
257160	NA	RNF214	0.861578890914942
257169	NA	C9orf43	0.861578890914942
257177	NA	CFAP126	0.861578890914942
257194	NA	NEGR1	0.861578890914942
2572	Gamma-aminobutyric acid synthesis	GAD2	0.000429046444277593
2572	5-Hydroxytryptamine biosynthesis	GAD2	0.000536308055346991
2572	Adrenaline and noradrenaline biosynthesis	GAD2	0.00407594122063713
2572	CCKR signaling map	GAD2	0.0578140083664057
2572	Dopamine receptor mediated signaling pathway	GAD2	0.0150166255497158
2572	Histamine synthesis	GAD2	0.000321784833208195
2572	Nicotine pharmacodynamics pathway	GAD2	0.0144803174943688
257202	NA	GPX6	0.861578890914942
257218	NA	SHPRH	0.861578890914942
257218	Transcription regulation by bZIP transcription factor	SHPRH	0.00820551324680897
257218	Wnt signaling pathway	SHPRH	0.0381315027351711
257236	NA	CCDC96	0.861578890914942
257240	NA	KLHL34	0.861578890914942
257240	Apoptosis signaling pathway	KLHL34	0.0195216132146305
257313	NA	UTS2B	0.861578890914942
257364	NA	SNX33	0.861578890914942
257397	NA	TAB3	0.861578890914942
257397	p38 MAPK pathway	TAB3	0.0134613321892095
2574	NA	GAGE2C	0.861578890914942
257407	NA	C2orf72	0.861578890914942
257415	NA	FAM133B	0.861578890914942
25758	NA	KIAA1549L	0.861578890914942
25759	Angiogenesis	SHC2	0.0381851335407058
25759	EGF receptor signaling pathway	SHC2	0.0227930923522471
25759	PDGF signaling pathway	SHC2	0.0322321141263542
25759	VEGF signaling pathway	SHC2	0.0212914297972756
25759	CCKR signaling map	SHC2	0.0578140083664057
25759	FGF signaling pathway	SHC2	0.0230612463799206
25759	Inflammation mediated by chemokine and cytokine signaling pathway	SHC2	0.0403839965676284
25759	Integrin signalling pathway	SHC2	0.0322857449318889
25759	Interleukin signaling pathway	SHC2	0.024777432157031
25759	Ras Pathway	SHC2	0.0177517966319854
2576	NA	GAGE4	0.861578890914942
257629	NA	ANKS4B	0.861578890914942
25763	NA	HYPM	0.861578890914942
25764	NA	HYPK	0.861578890914942
25766	NA	PRPF40B	0.861578890914942
25769	NA	SLC24A2	0.861578890914942
2577	NA	GAGE5	0.861578890914942
25770	NA	C22orf31	0.861578890914942
25771	NA	TBC1D22A	0.861578890914942
25776	NA	CBY1	0.861578890914942
25777	NA	SUN2	0.861578890914942
25778	NA	DSTYK	0.861578890914942
25778	Alzheimer disease-amyloid secretase pathway	DSTYK	0.0114769923844256
2578	NA	GAGE6	0.861578890914942
25780	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASGRP3	0.0230076155743859
25780	Angiogenesis	RASGRP3	0.0381851335407058
25780	B cell activation	RASGRP3	0.0215059530194144
25780	CCKR signaling map	RASGRP3	0.0578140083664057
25780	EGF receptor signaling pathway	RASGRP3	0.0227930923522471
25780	FGF signaling pathway	RASGRP3	0.0230612463799206
25780	Gonadotropin-releasing hormone receptor pathway	RASGRP3	0.0669312453073045
25780	Inflammation mediated by chemokine and cytokine signaling pathway	RASGRP3	0.0403839965676284
25780	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASGRP3	0.0134613321892095
25780	Integrin signalling pathway	RASGRP3	0.0322857449318889
25780	Interleukin signaling pathway	RASGRP3	0.024777432157031
25780	PDGF signaling pathway	RASGRP3	0.0322321141263542
25780	PI3 kinase pathway	RASGRP3	0.0210232757696021
25780	Ras Pathway	RASGRP3	0.0177517966319854
25780	T cell activation	RASGRP3	0.0224176767135042
25782	NA	RAB3GAP2	0.861578890914942
25788	NA	RAD54B	0.861578890914942
25788	Transcription regulation by bZIP transcription factor	RAD54B	0.00820551324680897
25788	Wnt signaling pathway	RAD54B	0.0381315027351711
25789	NA	TMEM59L	0.861578890914942
2579	NA	GAGE7	0.861578890914942
25790	NA	CFAP45	0.861578890914942
25791	NA	NGEF	0.861578890914942
25792	NA	CIZ1	0.861578890914942
25793	NA	FBXO7	0.861578890914942
25794	NA	FSCN2	0.861578890914942
25796	NA	PGLS	0.861578890914942
25797	NA	QPCT	0.861578890914942
25798	NA	BRI3	0.861578890914942
25799	NA	ZNF324	0.861578890914942
258	NA	AMBN	0.861578890914942
2580	NA	GAK	0.861578890914942
25800	NA	SLC39A6	0.861578890914942
25801	NA	GCA	0.861578890914942
25801	Huntington disease	GCA	0.0274053416282313
258010	NA	SVIP	0.861578890914942
25802	NA	LMOD1	0.861578890914942
25803	PDGF signaling pathway	SPDEF	0.0322321141263542
25803	Angiogenesis	SPDEF	0.0381851335407058
25803	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SPDEF	0.0139976402445565
25803	CCKR signaling map	SPDEF	0.0578140083664057
25803	Gonadotropin-releasing hormone receptor pathway	SPDEF	0.0669312453073045
25803	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	SPDEF	0.0134613321892095
25803	Interleukin signaling pathway	SPDEF	0.024777432157031
25803	Oxidative stress response	SPDEF	0.00970717580178054
25803	Parkinson disease	SPDEF	0.0168937037434302
25803	Ras Pathway	SPDEF	0.0177517966319854
